title,url,pub_time,summary,category,source
奥乐齐降价、永辉“胖改”、清美开首店 商超们在上海又卷起来了 _,https://finance.eastmoney.com/a/202509063506719054.html,2025-09-06 08:36:00,9月5日，ALDI奥乐齐宣布，旗下超50款“复购王”产品长期降价，最高降幅30%。 本文图片均由澎湃新闻记者邹娟摄 9月5日，ALDI奥乐齐宣布，旗下超50款“复购王”产品长期降价，最高降幅30%。澎湃新闻记者采访发现，今年，除了价格，上海超市业态的品质、服务和渠道运营，都“卷”出了新高度。 “卷”价格 冷冻澳洲牛尾、冷鲜进口牛肉片、高端海鲜......澎湃新闻记者获悉，自2024年提出“新低价”,要闻,eastmoney
美军跨洋摧毁“委内瑞拉运毒船”打死11人 合法吗？ _,https://finance.eastmoney.com/a/202509063506718977.html,2025-09-06 08:34:00,美国总统特朗普近日下令美军摧毁加勒比海一艘“运毒船”，引发法律专家和美国议员的强烈质疑。外界担忧特朗普政府会不受限制地动用军事力量。 当地时间9月2日，特朗普在社交媒体上发布了一份附有袭击视频的帖子，称在国际水域针对已确认身份的“阿拉瓜火车”组织“贩毒恐怖分子”发起袭击，造成“11名恐怖分子”死亡。这也是美国首次采取军事手段打击疑似“运毒船”。 特朗普发布视频称美军袭击南加勒比海船只。视频截图 当,要闻,eastmoney
同店药品线下比网售贵？我们去了10家药店 _,https://finance.eastmoney.com/a/202509063506718490.html,2025-09-06 08:30:00,同一家药店，同一款药，网售只要几块钱，线下却得花费三十多块，差价三倍多？ 近日，澎湃新闻“马上测”实测复美、雷允上、华氏、好药师、老百姓、益丰、汇丰等十家实体药店发现，部分药店中，同一款药线下实体店都比其线上店铺更贵，差价最大的超三倍。 比如老百姓大药房（中山北路店）的“仁和”人工牛黄甲硝唑胶囊（规格12粒*2板），线上价格8.68元，线下价格32元，差价达23.32元。 为何线上线下价格差异如此,要闻,eastmoney
光储“牛股”捷佳伟创股东减持计划接连不断 股价一个多月内接近翻倍 _,https://finance.eastmoney.com/a/202509063506716147.html,2025-09-06 08:13:00,就在公告控股股东及一致行动人减持完391.42万股的次日，光储“牛股”捷佳伟创（300724.SZ，股价106.7元，市值371.01亿元）又抛出一份超300万股的减持计划。 捷佳伟创9月5日晚间公告称，特定股东李时俊计划减持不超过300万股，占公司总股本的0.8649%；高管金晶磊计划减持不超过5600股，占总股本的0.0016%；高管谭湘萍计划减持不超过5000股，占总股本的0.0014%。三,要闻,eastmoney
“卖铲人”股价5天上涨超50% 固态电池“军备竞赛”打得如何了？ _,https://finance.eastmoney.com/a/202509063506715626.html,2025-09-06 08:07:00,今年以来，全球各大电池制造商和汽车厂商加速推进固态电池的研发与产业化进程，关于固态电池的“军备竞赛”打得愈发激烈。 各家频频对外发布相关消息之际，资本市场也因此反复掀起高潮。以亿纬锂能（300014.SZ）为例，这家锂电池领域的二线厂商在9月2日正式揭牌了其固态电池研究院成都量产基地，“龙泉二号”全固态电池宣布下线，第二天公司股价即大幅上涨，单日涨幅达12.08%，总市值当天突破1300亿元。过去,要闻,eastmoney
公募基金降费改革收官在即 每年让利有望超500亿元 _,https://finance.eastmoney.com/a/202509063506715493.html,2025-09-06 08:06:00,时隔12年，公募基金销售费用管理规则迎修订。9月5日，证监会发布修订后的《公开募集证券投资基金销售费用管理规定》（下称《规定》），并向社会公开征求意见。这是分阶段推进费率改革的“最后关键一步”，标志着公募基金行业费率改革顺利进入收官阶段。 记者了解到，后续和费率改革相关的政策还包括了业绩比较基准和相关配套规则，随着销售费率逐步改革到位，在已经降低基金管理费率、托管费率、交易费率的基础上，预计每年向,要闻,eastmoney
AIDC高速互联需求不止 OCS会是下一个答案吗？ _,https://finance.eastmoney.com/a/202509063506715858.html,2025-09-06 08:06:00,就在上个月，英伟达创始人黄仁勋生动描绘了这样一个愿景：“未来的AI工厂，不止要大，还要能把城市、国家乃至洲际的数据中心拼接起来。” 要实现这样的愿景绝非易事。现实情况是，AI数据中心在不断扩大规模的同时，庞大的数据传输需求也带来了更高的延迟和能耗问题。就连英伟达自己也承认，跨数据中心网络延迟是AI训练和计算面临的重要挑战。 2009年，彼时世界刚刚迈入移动互联网时代，诺贝尔物理学奖评委会如此形容当,要闻,eastmoney
稀缺！机构盯上的筹码大幅集中滞涨股曝光 仅15只！ _,https://finance.eastmoney.com/a/202509063506685062.html,2025-09-06 07:45:00,从最新机构评级来看，医药生物、科技行业个股持续获机构看好。 51股本周获得5家及以上机构重点关注 据证券时报·数据宝统计，截至周五收盘，本周（9月1日至9月5日），59家机构合计进行1678次“买入型”（包括买入、增持、推荐、强烈推荐、强烈买入）评级，合计覆盖929只个股。 从行业分布来看，医药生物、电子、电力设备等6个行业股票数量均超过50只；其中，医药生物行业达94只，电子行业个股有80余只。,要闻,eastmoney
天价“赌约”！10000亿美元天价薪酬！马斯克深夜刷屏！ _,https://finance.eastmoney.com/a/202509063506555221.html,2025-09-06 07:26:00,特斯拉提出天价薪酬方案！ 特斯拉CEO马斯克，有可能会成为世界上第一位万亿富翁，前提是他带领特斯拉完成一系列经营目标，并将公司市值从目前的1万亿美元提升到至少8.5万亿美元。该计划跨度为10年。 9月5日晚间，根据特斯拉向马斯克提出的薪酬协议，在完成雄心勃勃的考核指标后，马斯克将额外获得4.237亿股特斯拉股票。按周四收盘价338.53美元/股计算，上述股份当前价值1434亿美元。若10年后特斯拉,要闻,eastmoney
AI芯片赛道“黑马”来袭 英伟达4万亿市值红线受威胁 _,https://finance.eastmoney.com/a/202509063506529568.html,2025-09-06 06:10:00,周五（9月5日），英伟达股价收跌2.7%报167.02美元，公司市值守住4万亿美元关口。盘中一度跌超4.4%至164.07美元，上一次位于这一水平还是在7月14日。 与此同时，博通收涨9.41%报334.89美元，盘中一度涨16%报356.24美元；分别创下了盘中和收盘新高。截至收盘，该股市值达到1.575万亿美元，超越了能源巨头沙特阿美。 前一交易日，博通盘后公布的第三财季业绩超出预期，并为第四,要闻,eastmoney
全球市场：美股三大指数收跌 博通涨超9% 英伟达跌近3% 国际金价创新高 _,https://finance.eastmoney.com/a/202509063506513348.html,2025-09-06 06:05:00,美股市场：美股三大指数09月05日收盘全线下跌，盘初均创出历史新高。截至收盘，道琼斯工业平均指数比前一交易日下跌220.43点，收于45400.86点，跌幅为0.48%；标准普尔500种股票指数下跌20.58点，收于6481.5点，跌幅为0.32%；纳斯达克综合指数下跌7.3点，收于21700.39点，跌幅为0.03%。本周，道指累跌0.32%，纳斯达克综合指数累涨1.14%，标普累涨0.33%。,要闻,eastmoney
特朗普称美联储主席人选是沃勒、沃什和哈塞特 _,https://finance.eastmoney.com/a/202509063506515935.html,2025-09-06 05:22:00,特朗普表示，没有说过会选择哈塞特当美联储主席，哈塞特是人选前三之一。贝森特曾是美联储主席的第四人选，现在剩下三人，分别是沃勒、沃什和哈塞特。 美联储9月议息将至：官员激辩降息 人事变动引发独立性质疑再起 距美联储9月议息会议召开还有十天，美联储官员仍在争论是否应该降息。美联储理事、下任美联储主席的热门人选沃勒（Christopher Waller）称，美联储应于9月议息会议开始降息，但也有官员表示,要闻,eastmoney
沙特据称正推动欧佩克+提前放油：抢市占与稳油价矛盾升级 _,https://finance.eastmoney.com/a/202509063506510686.html,2025-09-06 05:06:00,知情人士透露，欧佩克+的领头羊沙特阿拉伯希望该组织考虑提前恢复更多石油产量，以尝试夺回更多市场份额，而不是等到明年年底再按原计划执行。 欧佩克+主要成员国将于本周日举行视频会议，讨论如何处理目前被搁置的166万桶/日供应配额。 部分知情人士表示，目前尚未作出决定，也不清楚是否会在本周日就达成增产共识，还是推迟到未来几个月。 不过，增产提案可能会遭到其他成员国的反对，因为他们更希望为价格托底。 受最,要闻,eastmoney
特朗普批评欧盟对谷歌罚款 称将考虑反制 _,https://finance.eastmoney.com/a/202509063506492873.html,2025-09-06 03:44:00,美国总统特朗普在其社交媒体“真实社交”发文，批评欧盟对谷歌处以35亿美元罚款，称这一举动“极其不公平”，是在掠夺本应用于美国投资与就业的资金。他指出，这只是近年来欧洲针对谷歌及其他美国科技企业开出的众多罚款和税收之一。特朗普强调，其政府不会容忍这种“歧视性行为”。特朗普警告，如果欧洲继续对美国科技巨头采取类似措施，他将被迫启动“301条款”程序，推翻这些“不公平的处罚”，以保护美国纳税企业的利益。,要闻,eastmoney
落实车企账期承诺还需突破多个难点 零部件企业：一些合作项目实际账期变化不明显 _,https://finance.eastmoney.com/a/202509063506489837.html,2025-09-06 02:41:00,8月中旬，工业和信息化部发布车企账期整改调研信息，一汽、广汽、赛力斯通过流程优化兑现承诺的案例被重点披露。随后，工业和信息化部装备工业一司司长王卫明在调研奇瑞时了解到，奇瑞已将供应商平均支付账期压缩至47天。如今，距离17家车企作出“60天账期承诺”已两月有余，更多车企的账期承诺兑现情况如何？是否真正缓解供应商的压力？成为业内关注焦点。 近期，证券时报记者采访了北京、天津、江苏、浙江、安徽、湖北、,要闻,eastmoney
现货黄金升至3600美元 再创历史新高 _,https://finance.eastmoney.com/a/202509063506479528.html,2025-09-06 00:38:00,现货黄金涨1.5%，最高报3600.15美元/盎司，再创历史新高；今年至今，现货黄金已累计上涨976美元，涨幅高达37%。 现货黄金突破3600美元大关再创历史新高 疲软非农数据强化降息预期 周五美盘交易时段，在疲弱的美国非农就业数据推动下，市场对美联储降息的预期进一步升温，黄金强劲的上涨行情再度加速，一举突破3600美元/盎司的重要关口。 具体来看，现货黄金日内涨幅扩大至1.5%，史上首次站上3,要闻,eastmoney
深圳出台楼市新政：除福田南山外 深圳8区进一步放松住房限购政策 _,https://finance.eastmoney.com/a/202509053506415478.html,2025-09-06 00:15:00,深圳市住房和建设局、中国人民银行深圳市分行9月5日晚发布通知，为更好满足居民刚性住房需求和多样化改善性住房需求、促进房地产市场平稳健康发展，经市政府同意，现就进一步优化调整房地产政策措施通知如下： 一、分区优化调整居民购买商品住房政策 （一）符合本市商品住房购买条件的居民家庭（包括本市户籍居民家庭、自购房之日前在本市连续缴纳社会保险或个人所得税满1年及以上的非本市户籍居民家庭），在罗湖区、宝安区（,要闻,eastmoney
美股频道 -,http://stock.eastmoney.com/america.html,2025-09-05 00:00:00,中国财经资讯门户东方财富网(www.eastmoney.com)美股频道：提供全方位24小时全球股票行情、股市直播、大盘分析、板块聚焦、焦点点评、报刊头条、热门股追踪、个股点睛、个股精华、公司资讯、公司研究、公司评级、行业研究、业绩预测、新股策略、交易提示、晚间快讯、新股申购、新股过会、年报预告、季报大全、解禁一览、大宗交易、龙虎榜单、全球股市、传闻求证、公告大全、股市播报、主力持仓、股票帐户、板,要闻,eastmoney
焦点 -,http://finance.eastmoney.com/yaowen.html,,东方财富网财经频道提供权威、全面、专业、及时的财经资讯，将众多财经资讯、功能进行浓缩，内容饱满详实，展现形式丰富，网友之间互动性突出，是网友获取财经资讯的重要平台。,要闻,eastmoney
新股 _ 股票频道 _,http://stock.eastmoney.com/newstock.html,,中国财经第一门户东方财富网(www.eastmoney.com)新股频道，为您全方位提供新股动态，新股聚焦，热门新股行情，定位预测，增发一览，可转债一览，新股吧。,要闻,eastmoney
股指期货频道 -,http://stock.eastmoney.com/gzqh.html,,东方财富网股指期货频道是国内最专业的股指期货提供方，拥有最全面股指期货信息资讯，提供最及时的股指期货行情。行情中心内对股指期货的各类合约都有详细的的分时图K线图和各类数据提供参考。频道内设有全国最大的股指期货吧和各类合约吧，为股指期货初学者和各类股指期货高手提供了交流学习的空间。频道内还专门为股指期货初学者设立了投资者教育中心，从了解股指期货到股指期货开户，为投资者提供了详细的指导与建议。投资者通,要闻,eastmoney
全球频道 -,http://stock.eastmoney.com/global.html,,"东方财富网全球频道,提供全球范围内的财经资讯,市场行情,经济数据,包括亚太市场,欧洲市场,美国市场,和美股,港股,外汇,黄金,期货。",要闻,eastmoney
基金吧,http://guba.eastmoney.com/jj.html,,基金吧--东方财富网旗下股票主题社区，实时行情评论和个股交流让你感受到证券经济的力量。,要闻,eastmoney
焦点 -,https://finance.eastmoney.com/yaowen.html,,东方财富网财经频道提供权威、全面、专业、及时的财经资讯，将众多财经资讯、功能进行浓缩，内容饱满详实，展现形式丰富，网友之间互动性突出，是网友获取财经资讯的重要平台。,要闻,eastmoney
纵深调查 _,http://finance.eastmoney.com/a/czsdc.html,,,要闻,eastmoney
财经日历 _ 数据中心 _,http://data.eastmoney.com/cjrl/default.html,,东方财富网提供最全的沪深两市每日重要事件汇总，个股最新公告和业绩报告，以及全球宏观经济指标和财经会议内容，及时了解宏观走势、市场脉搏、个股动向，为您的投资提供重要依据,要闻,eastmoney
会议专题 - 专题频道 - 东方财富网,https://topic.eastmoney.com/list/huiyi.html,,,要闻,eastmoney
资讯精华 _,http://finance.eastmoney.com/a/cywjh.html,,,要闻,eastmoney
国内经济 _,http://finance.eastmoney.com/a/cgnjj.html,,,要闻,eastmoney
国际经济 _,http://finance.eastmoney.com/a/cgjjj.html,,,要闻,eastmoney
证券聚焦 _,http://finance.eastmoney.com/a/czqyw.html,,,要闻,eastmoney
公司资讯 _,http://finance.eastmoney.com/a/cgsxw.html,,,要闻,eastmoney
