title,url,pub_time,source,category,summary
数百名经济学家声援库克 反对特朗普削弱美联储独立性 _,https://finance.eastmoney.com/a/202509033502688133.html,2025-09-03T02:29:00+08:00,eastmoney,要闻,当地时间周二，近600位经济学家联合发表公开信，警告特朗普试图解除美联储理事丽莎·库克职务的举动，正在动摇美国金融体系核心支柱的独立性，并侵蚀公众对美联储的信任。 公开信中写道：“良好的经济政策离不开可信的货币当局，而可信的货币当局又离不开美联储的独立性。我们坚决支持库克理事，也坚决支持那些长期以来支撑美国经济实力的制度保障。” 此次联名信的593位签署人中，包括诺贝尔奖得主约瑟夫·斯蒂格利茨、克
净流入站上万亿港元关口 南向资金改变港股投资生态 _,https://finance.eastmoney.com/a/202509033502687328.html,2025-09-03T02:15:00+08:00,eastmoney,要闻,恒生指数站稳25000点大关，港股市场交投活跃度持续攀升，南向资金持续发力港股优质资产。截至9月2日，今年以来南向资金累计净流入金额已突破1万亿港元关口，达到10002.21亿港元，创下历史新高。本轮港股持续反弹的进程中，持续涌入的南向资金成为重要的支撑力量。 据湘财证券统计，南向资金每日成交额占港股比重从沪港深通开通初期的5%左右，上升到目前的35%左右。这不仅为港股市场注入了充沛的流动性，也改
牵手八大国有车企 华为汽车板块扩大“朋友圈” _,https://finance.eastmoney.com/a/202509033502684754.html,2025-09-03T01:59:00+08:00,eastmoney,要闻,近日，随着一汽红旗与华为达成合作，中国八大国有车企已全部与华为建立合作关系，加之德系豪华品牌奥迪等纷纷拥抱华为，华为在汽车板块的布局已日渐成熟。 华为汽车板块崛起 华为汽车业务由华为车载通信板块发展而来。2019年5月，华为成立智能汽车解决方案事业部（车BU），正式进军汽车领域。 赛力斯是华为汽车首个深度合作伙伴，双方合作打造了“问界”智能汽车品牌。之后，奇瑞、北汽、江淮、长安、广汽纷纷牵手华为。
8月股价涨幅超82%的东芯股份今日复牌 “反路演”引投资者戏称“东伟达”来了 _,https://finance.eastmoney.com/a/202509033502682971.html,2025-09-03T01:04:00+08:00,eastmoney,要闻,科创板大牛股东芯股份（688110.SH，股价118.00元，市值521.85亿元）要复牌了！ 9月2日晚间，披露了停牌核查结果公告的东芯股份热度上升，更有投资者激动地称其为“东伟达”。投资者为何如此激动？原来，上市公司在披露复牌公告时，还披露了投资者关系活动记录表——和一般机构调研不同，这次是上市公司主动邀请投资者的“反路演”。投资者关系活动记录表和复牌公告，均提到了国产GPU（图形处理器）芯片
发生了什么？欧洲多国长期债券收益率均触及多年高点 _,https://finance.eastmoney.com/a/202509033502682443.html,2025-09-03T00:51:00+08:00,eastmoney,要闻,英国、德国和法国长期国债收益率升至多年高位，投资者正在重新评估欧洲日益膨胀的公共债务与政治不确定性所带来的长期风险。 周二欧盘交易时段，英国30年期国债收益率一度升至5.697%，创1998年以来新高；德国30年期国债收益率最高触及3.413%，为2011年以来未见；法国30年期国债收益率也攀升至4.513%，刷新2009年以来纪录。 借贷成本上升之际，市场担心欧洲国防开支计划和德国的基建投资将推
公募、券商与社保基金“同框”145只个股 89只属于新质生产力概念 _,https://finance.eastmoney.com/a/202509033502679032.html,2025-09-03T00:33:00+08:00,eastmoney,要闻,作为资本市场重要参与者，机构投资者的投资动向始终受到市场广泛关注。《证券日报》记者在梳理A股上市公司2025年半年报时注意到，截至今年二季度末，公募基金、券商（含券商集合理财，下同）和社保基金三者共同持有的个股共计145只。其中，有89只个股属于新质生产力概念，向“新”集聚趋势显著。 在受访人士看来，上述三类机构在新质生产力概念个股上形成持仓共识，源于对政策导向、产业趋势与长期价值的共同判断。 社
英伟达否认H100/H200芯片短缺传闻 _,https://finance.eastmoney.com/a/202509033502677570.html,2025-09-03T00:28:00+08:00,eastmoney,要闻,当地时间9月2日，英伟达表示，近日媒体关于英伟达H100/H200芯片“供应受限”和“售罄”的传言均属不实信息。“正如我们在财报中说明的，云服务合作伙伴确实能在线租赁其拥有的H100/H200芯片，但这并不意味着我们无法承接新订单。”英伟达表示，公司拥有充足的H100/H200库存，可即时满足所有订单需求；关于H20芯片导致H100/H200或Blackwell产品供应减少的传言同样完全失实——H
狂买49亿股！险资二季度重仓买了这些 投资者能“抄作业”吗 _,https://finance.eastmoney.com/a/202509023502629581.html,2025-09-03T00:26:00+08:00,eastmoney,要闻,随着上市公司半年报披露，险资截至二季度末的持仓情况也浮出水面。 9月2日，贝壳财经记者据Wind数据统计发现，截至二季度末，保险公司共重仓了731只股票，合计持仓926.99亿股，相较一季度末加仓了49.24亿股，主要加仓方向为高股息的银行股、钢铁股、电信股等。 业内人士认为，当前，保险公司持续关注权益资产的配置，一方面源于利率下行的大背景下，投资权益资产成为增厚收益的重要一环；另一方面，投资权益
央企强强联手！中石油拟向中移动无偿划转5.41亿股：拓宽合作领域 实现优势互补 _,https://finance.eastmoney.com/a/202509023502644827.html,2025-09-03T00:20:00+08:00,eastmoney,要闻,9月2日晚间，中国石油天然气股份有限公司（以下简称“中国石油”或“公司”）发布关于国有股份划转的提示性公告。公告称，为进一步深化中国石油集团与中国移动集团的战略合作，公司控股股东中国石油集团拟通过国有股份划转方式将其持有的5.41亿股A股股份（占公司总股本的0.30%）划转给中国移动通信集团有限公司。划转完成后，中国石油集团持股比例降至82.17%，中国移动集团持股比例升至0.39%，本次划转不会
批量涨停！“超级牛散”章建平持仓曝光 将51亿元押注人形机器人、AI赛道 _,https://finance.eastmoney.com/a/202509023502649734.html,2025-09-03T00:15:00+08:00,eastmoney,要闻,最近在寒武纪上大赚，使得牛散章建平颇受市场关注。 根据半年报，截至今年6月末，章建平的名字出现在9家A股上市公司的前十大流通股东名单中，合计持股市值达50.96亿元。其重点布局了AI产业链、机器人产业链、新能源等板块。 9月2日午后，机器人概念股强势拉涨。章建平二季度新买进的浙江荣泰、龙溪股份、嵘泰股份等涨停，汉威科技大涨11.50%，宁波华翔上涨6.87%。记者留意到，章建平持有的多只个股今年以
宇树上市定档四季度 人形机器人赛道迎资本“冲刺期” _,https://finance.eastmoney.com/a/202509023502651238.html,2025-09-03T00:11:00+08:00,eastmoney,要闻,一纸宇树科技IPO“定档”的公告，又在市场及产业端掀起千层浪花。 2025年9月2日下午，宇树机器人IPO的关键进展与业务布局细节被官方详细披露。公告显示，宇树预计将于2025年10—12月向证券交易所提交上市申报文件，由中信证券担任辅导机构，届时将首次全面公开运营数据。 这份公告同步揭晓了其业务基本面——以2024年为例，四足机器人、人形机器人、组件产品营收占比分别达65%、30%和5%，其中四
浮盈颇丰 “牛散”、私募ETF持仓曝光 _,https://finance.eastmoney.com/a/202509023502654140.html,2025-09-03T00:10:00+08:00,eastmoney,要闻,动辄数亿资金、投资“稳准狠”……出手力度堪比机构投资者的基金“牛散”，今年以来精准投资了科创50、机器人、金融科技、半导体等高成长赛道ETF，其中多只ETF今年以来涨幅超过30%，若“牛散”持有至今，浮盈将十分丰厚。 此外，无论主观私募还是量化私募、复合型多策略私募，均是ETF产品的重要“座上宾”，多家知名私募现身ETF产品前十大持有人名单。 “牛散”加强布局 近年来，ETF投资风潮盛行，个人投资
罗马仕充电宝起火“烧到”了A股公司：卓翼科技起诉追讨1.36亿元 _,https://finance.eastmoney.com/a/202509033502672169.html,2025-09-03T00:08:00+08:00,eastmoney,要闻,几个月前，罗马仕品牌充电宝起火等事件引起广泛关注，“北京高校禁用罗马仕充电宝”“充电宝3C认证”等热搜持续发酵，该事项对其上游供应商也带来较大影响，近期，这火“烧”到了上市公司身上。 9月2日晚间，卓翼科技（002369.SZ，股价10.61元，市值60.15亿元）发布公告称，子公司起诉江门罗马仕科技有限公司、深圳罗马仕科技有限公司及相关公司一案获得江门市蓬江区人民法院（以下简称江门法院）立案受理
“8连板”牛股天普股份：如股价进一步异常上涨 可能申请停牌核查 _,https://finance.eastmoney.com/a/202509023502669971.html,2025-09-03T00:07:00+08:00,eastmoney,要闻,“8连板”牛股天普股份宣布，“再涨就停牌”！ 9月2日晚间，天普股份发布公告称，近期股价严重脱离基本面，投资者参与交易可能面临较大风险，如公司股价进一步异常上涨，公司可能申请停牌核查。 来看详情—— 8连板牛股宣布 可能申请停牌核查 9月2日，天普股份延续近期火热态势，在集合竞价阶段即报涨停，全天封板。截至当日收盘，天普股份股价为57.1元/股，涨幅为10%。此次涨停后，天普股份成功拿下“8连板”
达利欧警告：美国债务问题或在特朗普第二任期内爆发 _,https://finance.eastmoney.com/a/202509023502637545.html,2025-09-03T00:04:00+08:00,eastmoney,要闻,从摩根大通CEO杰米·戴蒙到美联储主席鲍威尔，几乎所有人都认为美国的国家债务危机即将到来，只是没人知道会在何时爆发。 而全球最大对冲基金桥水基金创始人达利欧并不害怕给出时间表，他表示，这场“债务引发的心脏病发作”将在现任政府任期内出现，最多两三年之内。 达利欧早已不止一次就这一话题发出警告。今年早些时候，他就表示，那些认为美国可以继续增加债务负担而不承担后果的经济学家“根本不理解问题的机制”。 本
明年发行？“数字日元”浮出水面 无现金社会加速 _,https://finance.eastmoney.com/a/202509023502667330.html,2025-09-03T00:04:00+08:00,eastmoney,要闻,日本长期以来以“现金为王”著称，但随着数字货币的发展步伐加快，日本正呼吁紧跟这一趋势，以应对国内支付方式向无现金化迅速转型的局面。当地时间周一，日本邮储银行表示，将在2026财年末推出数字日元，以方便储户进行数字金融交易。此举凸显出，越来越多的日本商家正利用区块链技术来简化金融交易。 由法定日元1：1支持 日本邮储银行是日本散户存款最多的银行，该行拥有1.2亿个储户账户，这些账户上共持有约190万
市值蒸发5000亿美元后 特斯拉全面转型！马斯克豪赌机器人：五年内年产100万台 _,https://finance.eastmoney.com/a/202509023502665569.html,2025-09-03T00:02:00+08:00,eastmoney,要闻,在电动车市场面临增长瓶颈、股价持续承压之际，特斯拉抛出了一枚重磅炸弹。 当地时间9月2日，特斯拉正式发布《宏图计划第四篇章》（Master Plan Part IV）。相较于聚焦电动汽车和能源的前三个篇章，第四篇章则将未来押注在一个更具颠覆性的领域：将人工智能带入物理世界。 这不仅仅是一次简单的战略调整，更是特斯拉从一家汽车公司向“人工智能+机器人”巨头的全面转型。马斯克当天在X平台上表示，预计未
金价再创历史新高：现货黄金站上3530美元 纽约期金突破3600美元 _,https://finance.eastmoney.com/a/202509023502636297.html,2025-09-03T00:01:00+08:00,eastmoney,要闻,现货黄金持续走高，站上3530美元/盎司，再创历史新高；COMEX黄金期货涨超2%，报3600.1美元/盎司。 突破3500美元/盎司！金价新高下的投资抉择：追高金矿股还是增持黄金ETF？ 现货黄金价格接连冲破历史峰值，现货白银价格创下新高，二者携手上演了一场贵金属的“狂欢派对”。 在耀眼的金光下，真正的“赢家”或许是那些手握矿产的上游企业，面对金价异动，“家里有矿，心里不慌”成为众多矿企最为真实
美股频道 -,http://stock.eastmoney.com/america.html,2025-09-02T22:00:00+08:00,eastmoney,要闻,中国财经资讯门户东方财富网(www.eastmoney.com)美股频道：提供全方位24小时全球股票行情、股市直播、大盘分析、板块聚焦、焦点点评、报刊头条、热门股追踪、个股点睛、个股精华、公司资讯、公司研究、公司评级、行业研究、业绩预测、新股策略、交易提示、晚间快讯、新股申购、新股过会、年报预告、季报大全、解禁一览、大宗交易、龙虎榜单、全球股市、传闻求证、公告大全、股市播报、主力持仓、股票帐户、板
焦点 -,http://finance.eastmoney.com/yaowen.html,,eastmoney,要闻,东方财富网财经频道提供权威、全面、专业、及时的财经资讯，将众多财经资讯、功能进行浓缩，内容饱满详实，展现形式丰富，网友之间互动性突出，是网友获取财经资讯的重要平台。
新股 _ 股票频道 _,http://stock.eastmoney.com/newstock.html,,eastmoney,要闻,中国财经第一门户东方财富网(www.eastmoney.com)新股频道，为您全方位提供新股动态，新股聚焦，热门新股行情，定位预测，增发一览，可转债一览，新股吧。
股指期货频道 -,http://stock.eastmoney.com/gzqh.html,,eastmoney,要闻,东方财富网股指期货频道是国内最专业的股指期货提供方，拥有最全面股指期货信息资讯，提供最及时的股指期货行情。行情中心内对股指期货的各类合约都有详细的的分时图K线图和各类数据提供参考。频道内设有全国最大的股指期货吧和各类合约吧，为股指期货初学者和各类股指期货高手提供了交流学习的空间。频道内还专门为股指期货初学者设立了投资者教育中心，从了解股指期货到股指期货开户，为投资者提供了详细的指导与建议。投资者通
全球频道 -,http://stock.eastmoney.com/global.html,,eastmoney,要闻,"东方财富网全球频道,提供全球范围内的财经资讯,市场行情,经济数据,包括亚太市场,欧洲市场,美国市场,和美股,港股,外汇,黄金,期货。"
基金吧,http://guba.eastmoney.com/jj.html,,eastmoney,要闻,基金吧--东方财富网旗下股票主题社区，实时行情评论和个股交流让你感受到证券经济的力量。
焦点 -,https://finance.eastmoney.com/yaowen.html,,eastmoney,要闻,东方财富网财经频道提供权威、全面、专业、及时的财经资讯，将众多财经资讯、功能进行浓缩，内容饱满详实，展现形式丰富，网友之间互动性突出，是网友获取财经资讯的重要平台。
纵深调查 _,http://finance.eastmoney.com/a/czsdc.html,,eastmoney,要闻,
财经日历 _ 数据中心 _,http://data.eastmoney.com/cjrl/default.html,,eastmoney,要闻,东方财富网提供最全的沪深两市每日重要事件汇总，个股最新公告和业绩报告，以及全球宏观经济指标和财经会议内容，及时了解宏观走势、市场脉搏、个股动向，为您的投资提供重要依据
会议专题 - 专题频道 - 东方财富网,https://topic.eastmoney.com/list/huiyi.html,,eastmoney,要闻,
资讯精华 _,http://finance.eastmoney.com/a/cywjh.html,,eastmoney,要闻,
国内经济 _,http://finance.eastmoney.com/a/cgnjj.html,,eastmoney,要闻,
国际经济 _,http://finance.eastmoney.com/a/cgjjj.html,,eastmoney,要闻,
证券聚焦 _,http://finance.eastmoney.com/a/czqyw.html,,eastmoney,要闻,
公司资讯 _,http://finance.eastmoney.com/a/cgsxw.html,,eastmoney,要闻,
